timings.Fajr,timings.Sunrise,timings.Dhuhr,timings.Asr,timings.Sunset,timings.Maghrib,timings.Isha,timings.Imsak,timings.Midnight,timings.Firstthird,timings.Lastthird,date.readable,date.timestamp,date.gregorian.date,date.gregorian.format,date.gregorian.day,date.gregorian.weekday.en,date.gregorian.month.number,date.gregorian.month.en,date.gregorian.year,date.gregorian.designation.abbreviated,date.gregorian.designation.expanded,date.hijri.date,date.hijri.format,date.hijri.day,date.hijri.weekday.en,date.hijri.weekday.ar,date.hijri.month.number,date.hijri.month.en,date.hijri.month.ar,date.hijri.year,date.hijri.designation.abbreviated,date.hijri.designation.expanded,meta.latitude,meta.longitude,meta.timezone,meta.method.id,meta.method.name,meta.method.params.Fajr,meta.method.params.Isha,meta.method.location.latitude,meta.method.location.longitude,meta.latitudeAdjustmentMethod,meta.midnightMode,meta.school,meta.offset.Imsak,meta.offset.Fajr,meta.offset.Sunrise,meta.offset.Dhuhr,meta.offset.Asr,meta.offset.Maghrib,meta.offset.Sunset,meta.offset.Isha,meta.offset.Midnight,date.hijri.holidays
"05:11 (EEST)","06:25 (EEST)","12:25 (EEST)","15:48 (EEST)","18:19 (EEST)","18:25 (EEST)","19:40 (EEST)","04:58 (EEST)","00:25 (EEST)","22:23 (EEST)","02:27 (EEST)","03 Oct 2022",1664776861,03-10-2022,DD-MM-YYYY,03,Monday,10,October,2022,AD,"Anno Domini",07-03-1444,DD-MM-YYYY,07,"Al Athnayn",الاثنين,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EEST)","06:26 (EEST)","12:25 (EEST)","15:47 (EEST)","18:18 (EEST)","18:24 (EEST)","19:39 (EEST)","04:58 (EEST)","00:25 (EEST)","22:22 (EEST)","02:27 (EEST)","04 Oct 2022",1664863261,04-10-2022,DD-MM-YYYY,04,Tuesday,10,October,2022,AD,"Anno Domini",08-03-1444,DD-MM-YYYY,08,"Al Thalaata",الثلاثاء,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EEST)","06:27 (EEST)","12:25 (EEST)","15:47 (EEST)","18:16 (EEST)","18:22 (EEST)","19:37 (EEST)","04:59 (EEST)","00:24 (EEST)","22:22 (EEST)","02:27 (EEST)","05 Oct 2022",1664949661,05-10-2022,DD-MM-YYYY,05,Wednesday,10,October,2022,AD,"Anno Domini",09-03-1444,DD-MM-YYYY,09,"Al Arba'a",الاربعاء,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:13 (EEST)","06:27 (EEST)","12:24 (EEST)","15:46 (EEST)","18:15 (EEST)","18:21 (EEST)","19:36 (EEST)","05:00 (EEST)","00:24 (EEST)","22:21 (EEST)","02:27 (EEST)","06 Oct 2022",1665036061,06-10-2022,DD-MM-YYYY,06,Thursday,10,October,2022,AD,"Anno Domini",10-03-1444,DD-MM-YYYY,10,"Al Khamees",الخميس,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:13 (EEST)","06:28 (EEST)","12:24 (EEST)","15:45 (EEST)","18:14 (EEST)","18:20 (EEST)","19:35 (EEST)","05:00 (EEST)","00:24 (EEST)","22:20 (EEST)","02:27 (EEST)","07 Oct 2022",1665122461,07-10-2022,DD-MM-YYYY,07,Friday,10,October,2022,AD,"Anno Domini",11-03-1444,DD-MM-YYYY,11,"Al Juma'a",الجمعة,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:14 (EEST)","06:29 (EEST)","12:24 (EEST)","15:44 (EEST)","18:13 (EEST)","18:19 (EEST)","19:34 (EEST)","05:01 (EEST)","00:24 (EEST)","22:20 (EEST)","02:27 (EEST)","08 Oct 2022",1665208861,08-10-2022,DD-MM-YYYY,08,Saturday,10,October,2022,AD,"Anno Domini",12-03-1444,DD-MM-YYYY,12,"Al Sabt",السبت,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,"Mawlid al-Nabi"
"05:15 (EEST)","06:29 (EEST)","12:24 (EEST)","15:43 (EEST)","18:11 (EEST)","18:17 (EEST)","19:32 (EEST)","05:02 (EEST)","00:23 (EEST)","22:19 (EEST)","02:27 (EEST)","09 Oct 2022",1665295261,09-10-2022,DD-MM-YYYY,09,Sunday,10,October,2022,AD,"Anno Domini",13-03-1444,DD-MM-YYYY,13,"Al Ahad",الاحد,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:15 (EEST)","06:30 (EEST)","12:23 (EEST)","15:42 (EEST)","18:10 (EEST)","18:16 (EEST)","19:31 (EEST)","05:02 (EEST)","00:23 (EEST)","22:19 (EEST)","02:27 (EEST)","10 Oct 2022",1665381661,10-10-2022,DD-MM-YYYY,10,Monday,10,October,2022,AD,"Anno Domini",14-03-1444,DD-MM-YYYY,14,"Al Athnayn",الاثنين,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:16 (EEST)","06:31 (EEST)","12:23 (EEST)","15:42 (EEST)","18:09 (EEST)","18:15 (EEST)","19:30 (EEST)","05:03 (EEST)","00:23 (EEST)","22:18 (EEST)","02:27 (EEST)","11 Oct 2022",1665468061,11-10-2022,DD-MM-YYYY,11,Tuesday,10,October,2022,AD,"Anno Domini",15-03-1444,DD-MM-YYYY,15,"Al Thalaata",الثلاثاء,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:17 (EEST)","06:31 (EEST)","12:23 (EEST)","15:41 (EEST)","18:08 (EEST)","18:14 (EEST)","19:29 (EEST)","05:04 (EEST)","00:22 (EEST)","22:18 (EEST)","02:27 (EEST)","12 Oct 2022",1665554461,12-10-2022,DD-MM-YYYY,12,Wednesday,10,October,2022,AD,"Anno Domini",16-03-1444,DD-MM-YYYY,16,"Al Arba'a",الاربعاء,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:17 (EEST)","06:32 (EEST)","12:22 (EEST)","15:40 (EEST)","18:06 (EEST)","18:12 (EEST)","19:27 (EEST)","05:04 (EEST)","00:22 (EEST)","22:17 (EEST)","02:27 (EEST)","13 Oct 2022",1665640861,13-10-2022,DD-MM-YYYY,13,Thursday,10,October,2022,AD,"Anno Domini",17-03-1444,DD-MM-YYYY,17,"Al Khamees",الخميس,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:18 (EEST)","06:33 (EEST)","12:22 (EEST)","15:39 (EEST)","18:05 (EEST)","18:11 (EEST)","19:26 (EEST)","05:05 (EEST)","00:22 (EEST)","22:16 (EEST)","02:28 (EEST)","14 Oct 2022",1665727261,14-10-2022,DD-MM-YYYY,14,Friday,10,October,2022,AD,"Anno Domini",18-03-1444,DD-MM-YYYY,18,"Al Juma'a",الجمعة,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:19 (EEST)","06:33 (EEST)","12:22 (EEST)","15:38 (EEST)","18:04 (EEST)","18:10 (EEST)","19:25 (EEST)","05:06 (EEST)","00:22 (EEST)","22:16 (EEST)","02:28 (EEST)","15 Oct 2022",1665813661,15-10-2022,DD-MM-YYYY,15,Saturday,10,October,2022,AD,"Anno Domini",19-03-1444,DD-MM-YYYY,19,"Al Sabt",السبت,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:19 (EEST)","06:34 (EEST)","12:22 (EEST)","15:37 (EEST)","18:03 (EEST)","18:09 (EEST)","19:24 (EEST)","05:06 (EEST)","00:22 (EEST)","22:15 (EEST)","02:28 (EEST)","16 Oct 2022",1665900061,16-10-2022,DD-MM-YYYY,16,Sunday,10,October,2022,AD,"Anno Domini",20-03-1444,DD-MM-YYYY,20,"Al Ahad",الاحد,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:20 (EEST)","06:35 (EEST)","12:22 (EEST)","15:37 (EEST)","18:02 (EEST)","18:08 (EEST)","19:23 (EEST)","05:07 (EEST)","00:21 (EEST)","22:15 (EEST)","02:28 (EEST)","17 Oct 2022",1665986461,17-10-2022,DD-MM-YYYY,17,Monday,10,October,2022,AD,"Anno Domini",21-03-1444,DD-MM-YYYY,21,"Al Athnayn",الاثنين,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:21 (EEST)","06:36 (EEST)","12:21 (EEST)","15:36 (EEST)","18:01 (EEST)","18:07 (EEST)","19:22 (EEST)","05:08 (EEST)","00:21 (EEST)","22:14 (EEST)","02:28 (EEST)","18 Oct 2022",1666072861,18-10-2022,DD-MM-YYYY,18,Tuesday,10,October,2022,AD,"Anno Domini",22-03-1444,DD-MM-YYYY,22,"Al Thalaata",الثلاثاء,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:21 (EEST)","06:36 (EEST)","12:21 (EEST)","15:35 (EEST)","18:00 (EEST)","18:06 (EEST)","19:21 (EEST)","05:08 (EEST)","00:21 (EEST)","22:14 (EEST)","02:28 (EEST)","19 Oct 2022",1666159261,19-10-2022,DD-MM-YYYY,19,Wednesday,10,October,2022,AD,"Anno Domini",23-03-1444,DD-MM-YYYY,23,"Al Arba'a",الاربعاء,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:22 (EEST)","06:37 (EEST)","12:21 (EEST)","15:34 (EEST)","17:58 (EEST)","18:04 (EEST)","19:19 (EEST)","05:09 (EEST)","00:21 (EEST)","22:13 (EEST)","02:28 (EEST)","20 Oct 2022",1666245661,20-10-2022,DD-MM-YYYY,20,Thursday,10,October,2022,AD,"Anno Domini",24-03-1444,DD-MM-YYYY,24,"Al Khamees",الخميس,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:23 (EEST)","06:38 (EEST)","12:21 (EEST)","15:33 (EEST)","17:57 (EEST)","18:03 (EEST)","19:18 (EEST)","05:10 (EEST)","00:21 (EEST)","22:13 (EEST)","02:28 (EEST)","21 Oct 2022",1666332061,21-10-2022,DD-MM-YYYY,21,Friday,10,October,2022,AD,"Anno Domini",25-03-1444,DD-MM-YYYY,25,"Al Juma'a",الجمعة,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:24 (EEST)","06:39 (EEST)","12:21 (EEST)","15:33 (EEST)","17:56 (EEST)","18:02 (EEST)","19:17 (EEST)","05:11 (EEST)","00:20 (EEST)","22:12 (EEST)","02:29 (EEST)","22 Oct 2022",1666418461,22-10-2022,DD-MM-YYYY,22,Saturday,10,October,2022,AD,"Anno Domini",26-03-1444,DD-MM-YYYY,26,"Al Sabt",السبت,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:24 (EEST)","06:39 (EEST)","12:21 (EEST)","15:32 (EEST)","17:55 (EEST)","18:01 (EEST)","19:16 (EEST)","05:11 (EEST)","00:20 (EEST)","22:12 (EEST)","02:29 (EEST)","23 Oct 2022",1666504861,23-10-2022,DD-MM-YYYY,23,Sunday,10,October,2022,AD,"Anno Domini",27-03-1444,DD-MM-YYYY,27,"Al Ahad",الاحد,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:25 (EEST)","06:40 (EEST)","12:20 (EEST)","15:31 (EEST)","17:54 (EEST)","18:00 (EEST)","19:15 (EEST)","05:12 (EEST)","00:20 (EEST)","22:12 (EEST)","02:29 (EEST)","24 Oct 2022",1666591261,24-10-2022,DD-MM-YYYY,24,Monday,10,October,2022,AD,"Anno Domini",28-03-1444,DD-MM-YYYY,28,"Al Athnayn",الاثنين,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:26 (EEST)","06:41 (EEST)","12:20 (EEST)","15:30 (EEST)","17:53 (EEST)","17:59 (EEST)","19:14 (EEST)","05:13 (EEST)","00:20 (EEST)","22:11 (EEST)","02:29 (EEST)","25 Oct 2022",1666677661,25-10-2022,DD-MM-YYYY,25,Tuesday,10,October,2022,AD,"Anno Domini",29-03-1444,DD-MM-YYYY,29,"Al Thalaata",الثلاثاء,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:26 (EEST)","06:42 (EEST)","12:20 (EEST)","15:30 (EEST)","17:52 (EEST)","17:58 (EEST)","19:13 (EEST)","05:13 (EEST)","00:20 (EEST)","22:11 (EEST)","02:29 (EEST)","26 Oct 2022",1666764061,26-10-2022,DD-MM-YYYY,26,Wednesday,10,October,2022,AD,"Anno Domini",30-03-1444,DD-MM-YYYY,30,"Al Arba'a",الاربعاء,3,"Rabīʿ al-awwal","رَبيع الأوّل",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:27 (EEST)","06:43 (EEST)","12:20 (EEST)","15:29 (EEST)","17:51 (EEST)","17:57 (EEST)","19:12 (EEST)","05:14 (EEST)","00:20 (EEST)","22:10 (EEST)","02:29 (EEST)","27 Oct 2022",1666850461,27-10-2022,DD-MM-YYYY,27,Thursday,10,October,2022,AD,"Anno Domini",01-04-1444,DD-MM-YYYY,01,"Al Khamees",الخميس,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:28 (EET)","05:43 (EET)","11:20 (EET)","14:28 (EET)","16:50 (EET)","16:56 (EET)","18:11 (EET)","04:15 (EET)","23:20 (EET)","21:10 (EET)","01:30 (EET)","28 Oct 2022",1666940461,28-10-2022,DD-MM-YYYY,28,Friday,10,October,2022,AD,"Anno Domini",02-04-1444,DD-MM-YYYY,02,"Al Juma'a",الجمعة,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:28 (EET)","05:44 (EET)","11:20 (EET)","14:28 (EET)","16:49 (EET)","16:55 (EET)","18:10 (EET)","04:15 (EET)","23:20 (EET)","21:10 (EET)","01:30 (EET)","29 Oct 2022",1667026861,29-10-2022,DD-MM-YYYY,29,Saturday,10,October,2022,AD,"Anno Domini",03-04-1444,DD-MM-YYYY,03,"Al Sabt",السبت,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:29 (EET)","05:45 (EET)","11:20 (EET)","14:27 (EET)","16:48 (EET)","16:54 (EET)","18:09 (EET)","04:16 (EET)","23:20 (EET)","21:09 (EET)","01:30 (EET)","30 Oct 2022",1667109661,30-10-2022,DD-MM-YYYY,30,Sunday,10,October,2022,AD,"Anno Domini",04-04-1444,DD-MM-YYYY,04,"Al Ahad",الاحد,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:30 (EET)","05:46 (EET)","11:20 (EET)","14:26 (EET)","16:47 (EET)","16:53 (EET)","18:08 (EET)","04:17 (EET)","23:20 (EET)","21:09 (EET)","01:30 (EET)","31 Oct 2022",1667196061,31-10-2022,DD-MM-YYYY,31,Monday,10,October,2022,AD,"Anno Domini",05-04-1444,DD-MM-YYYY,05,"Al Athnayn",الاثنين,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:31 (EET)","05:47 (EET)","11:20 (EET)","14:26 (EET)","16:47 (EET)","16:53 (EET)","18:08 (EET)","04:18 (EET)","23:20 (EET)","21:09 (EET)","01:31 (EET)","01 Nov 2022",1667286061,01-11-2022,DD-MM-YYYY,01,Tuesday,11,November,2022,AD,"Anno Domini",06-04-1444,DD-MM-YYYY,06,"Al Thalaata",الثلاثاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:31 (EET)","05:47 (EET)","11:20 (EET)","14:25 (EET)","16:46 (EET)","16:52 (EET)","18:07 (EET)","04:18 (EET)","23:20 (EET)","21:08 (EET)","01:31 (EET)","02 Nov 2022",1667372461,02-11-2022,DD-MM-YYYY,02,Wednesday,11,November,2022,AD,"Anno Domini",07-04-1444,DD-MM-YYYY,07,"Al Arba'a",الاربعاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:32 (EET)","05:48 (EET)","11:20 (EET)","14:24 (EET)","16:45 (EET)","16:51 (EET)","18:06 (EET)","04:19 (EET)","23:20 (EET)","21:08 (EET)","01:31 (EET)","03 Nov 2022",1667458861,03-11-2022,DD-MM-YYYY,03,Thursday,11,November,2022,AD,"Anno Domini",08-04-1444,DD-MM-YYYY,08,"Al Khamees",الخميس,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:33 (EET)","05:49 (EET)","11:20 (EET)","14:24 (EET)","16:44 (EET)","16:50 (EET)","18:05 (EET)","04:20 (EET)","23:20 (EET)","21:08 (EET)","01:31 (EET)","04 Nov 2022",1667545261,04-11-2022,DD-MM-YYYY,04,Friday,11,November,2022,AD,"Anno Domini",09-04-1444,DD-MM-YYYY,09,"Al Juma'a",الجمعة,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:33 (EET)","05:50 (EET)","11:20 (EET)","14:23 (EET)","16:43 (EET)","16:49 (EET)","18:04 (EET)","04:20 (EET)","23:20 (EET)","21:07 (EET)","01:32 (EET)","05 Nov 2022",1667631661,05-11-2022,DD-MM-YYYY,05,Saturday,11,November,2022,AD,"Anno Domini",10-04-1444,DD-MM-YYYY,10,"Al Sabt",السبت,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:34 (EET)","05:51 (EET)","11:20 (EET)","14:22 (EET)","16:43 (EET)","16:49 (EET)","18:04 (EET)","04:21 (EET)","23:20 (EET)","21:07 (EET)","01:32 (EET)","06 Nov 2022",1667718061,06-11-2022,DD-MM-YYYY,06,Sunday,11,November,2022,AD,"Anno Domini",11-04-1444,DD-MM-YYYY,11,"Al Ahad",الاحد,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:35 (EET)","05:52 (EET)","11:20 (EET)","14:22 (EET)","16:42 (EET)","16:48 (EET)","18:03 (EET)","04:22 (EET)","23:20 (EET)","21:07 (EET)","01:32 (EET)","07 Nov 2022",1667804461,07-11-2022,DD-MM-YYYY,07,Monday,11,November,2022,AD,"Anno Domini",12-04-1444,DD-MM-YYYY,12,"Al Athnayn",الاثنين,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:36 (EET)","05:52 (EET)","11:20 (EET)","14:21 (EET)","16:41 (EET)","16:47 (EET)","18:02 (EET)","04:23 (EET)","23:20 (EET)","21:07 (EET)","01:33 (EET)","08 Nov 2022",1667890861,08-11-2022,DD-MM-YYYY,08,Tuesday,11,November,2022,AD,"Anno Domini",13-04-1444,DD-MM-YYYY,13,"Al Thalaata",الثلاثاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:36 (EET)","05:53 (EET)","11:20 (EET)","14:21 (EET)","16:40 (EET)","16:46 (EET)","18:01 (EET)","04:23 (EET)","23:20 (EET)","21:07 (EET)","01:33 (EET)","09 Nov 2022",1667977261,09-11-2022,DD-MM-YYYY,09,Wednesday,11,November,2022,AD,"Anno Domini",14-04-1444,DD-MM-YYYY,14,"Al Arba'a",الاربعاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:37 (EET)","05:54 (EET)","11:20 (EET)","14:20 (EET)","16:40 (EET)","16:46 (EET)","18:01 (EET)","04:24 (EET)","23:20 (EET)","21:06 (EET)","01:33 (EET)","10 Nov 2022",1668063661,10-11-2022,DD-MM-YYYY,10,Thursday,11,November,2022,AD,"Anno Domini",15-04-1444,DD-MM-YYYY,15,"Al Khamees",الخميس,4,"Rabīʿ al-thānī","رَبيع الثاني",1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
